"","Sex","Age","Education","Caste","Family","Family_income","Who_runs_page","Desc_family","Desc_desiredpartner"
"738","Female","32 and more","Graduate","OBC","Joint Family","Max 5 lakh","Self","Father is Retired from railway department Mother is Expired Three brother,s are one unmarried and two unmarried","He should honest, trust worthy and understanding. He should have love for the young ones and respect for my parents and elders. provide supporting to handle all situation , a decent family background, Partner should be Good behaviour, understanding, caring familiar"
"739","Male","28 to 31","Postgraduate","OBC","Nuclear Family","More than 17.5","Self","My father works in Semi govt organisation and my mother is dedicated home maker. I have two brother.","I am looking for a perfect partner who is well educated, carrier oriented and independent. She must be down to earth, respect elder and trustworthy. I have no demand."
"740","Male","32 and more","Postgraduate","Dalit","Nuclear Family","Max 17.5 lakh","Sibling","Father is expired mother is housewife three brother two are married & one is business person & one is Government Teacher & one is unmarried & he is doing study three sister all are married & all are well settled","She should be professionally qualified girl. She should be caring, soft spoken, loving and a girl of pleasing personality. She should be from a very good family background and understand her responsibilities towards life and family."
"741","Female","Upto 27","Postgraduate","Other upper caste","Nuclear Family","Max 17.5 lakh","Sibling","Family is an educated family. Father is a business man. Elder brother is development officer in LIC n younger sister is manager at PNB.","Open minded n educated not only by degree bt also by brain."
"742","Male","28 to 31","Postgraduate","Other upper caste","Nuclear Family","Max 17.5 lakh","Parent","I have a close knitted family,starting with me i.e. his father Mr.Deep Kumar Srivastava, i am a government employee , mother Mrs. Nirupama Srivastava ,she is a homemaker.We all reside in our own house at Raebareli.A younger sister Mrs. Abhiruchi ,she is an electrical engineer in CPWD and son-in-law Mr.Krishna ,he is also electrical engineer in CPWD. They both are settled in Delhi.","She should be caring, loving, should have good educational background. She must owe respect towards Indian tradition and culture and specially for elders.She must be from well cultured family background who understands family values."
"743","Male","28 to 31","Postgraduate","Other upper caste","Nuclear Family","Max 5 lakh","Parent","Father is surgeon.We are based at Bareilly .Mother is also a medical graduate.One brother doing MBBS.","only mbbs md ms required"
"744","Male","32 and more","Postgraduate","Other upper caste","Joint Family","Max 17.5 lakh","Self","Father is retired. Mother is housewife. No Sisters. 3 Brothers,2 Married.","She should value relationship and tradition. She should believe in long term relationship & ready to face all challenges of life with positive attitude.A simple, beautiful, loving, caring & adjustable girl with good educational background. She should have love for the young ones and respect for parents and elders."
"745","Male","28 to 31","Graduate","Other upper caste","Nuclear Family","Max 17.5 lakh","Self","Father - business, Mother- Housewife Siblings- B.com, M.com, Preparing for bank exams","someone with open minded and progressive thinking who can support me in my journey of success. A partner who stays with me in all ups and downs. She Should have an understanding, friendly and respectful nature towards family. Simply, A friend for life time."
"746","Female","Upto 27","Graduate","Dalit","Nuclear Family","Max 12.5 lakh","Other","She is living in nuclear middle class family. All member is keep a happily atmosphere.","I need love and respect from my life partner. I want that my life partner always tell me truth, because a truth relationship can make married life very happy and easy forever"
"747","Male","32 and more","Graduate","Other upper caste","Nuclear Family","Max 17.5 lakh","Self","father has own business(garments shop) mother is housewife. one sister is married and she is settled in mirzapur.","She should be professionally qualified girl. She should be caring, soft spoken, loving and a girl of pleasing personality. She should be from a very good family background and understand her responsibilities towards life and family."
"748","Male","28 to 31","No higher education","Other upper caste","Nuclear Family","More than 17.5","Sibling","we are 6 members in family , parents , one elder brother , bhabhi , and yonger sister","Partner should give respect to family values , should be responsible, she should be family oriented. our family is moderate in terms of today's generation thinking , keeping all these points in mind she should be educated and simple nature"
"749","Male","28 to 31","Graduate","Other upper caste","Nuclear Family","More than 17.5","Self","close knited family where everyone respect others","She should be soft spoken"
"750","Male","Upto 27","Graduate","OBC","Joint Family","More than 17.5","Self","My dear father farmer and my dear mother housewife.both are MLM","simple,honest,"
"751","Male","Upto 27","Postgraduate","Other upper caste","Nuclear Family","Max 5 lakh","Self","my father is expire my lovely mother is home Maker l lived in Lucknow My brother is married My sister is married","no bondesion on partner partner freedom always respect provide"
"752","Female","Upto 27","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Self","Punjabi Nuclear family","Looking for an educated, settled partner who believes in the institution of marriage and is strong enough to pull this ahead for life together and forever. The one who understands me and respects my family like his own."
"753","Female","Upto 27","Graduate","Brahmin","Nuclear Family","Max 17.5 lakh","Parent","uncle R.s shambhu running his own company having branch at Mumbai,pune,indore named creative and valuers engineers","He should be caring respects for both faimly & partners with moral values"
"754","Male","28 to 31","Graduate","OBC","Joint Family","More than 17.5","Parent","We are a joint family, I have 4 brothers & none sister, out of two are married. My father is working as officer in Govt. CPSU My mother is housewife. One elder brother with his family is settled in Bangalore. My other elder brother with his family is settled in Lucknow & living with parent in joint family. My another elder brother is working in Lucknow & living with parent. My younger brother is a student of management.","We are searching for a life partner who is professionally qualified working girl, ready to relocate in Lucknow & live in joint family with a height 5 feet 4 inches or more."
"755","Male","32 and more","No higher education","Other upper caste","Nuclear Family","Max 17.5 lakh","Self","Father is farmer, having own agriculture land and mother is house wife and two brothers,both are working in Business .","Looking for a simple, beautiful, loving, caring & adjustable Girl."
"756","Female","32 and more","Graduate","Other upper caste","Nuclear Family","More than 17.5","Self","my parents and my 2 brothers","i want loving, careful and understanding life partner.."
"757","Female","28 to 31","Graduate","Brahmin","Nuclear Family","Max 17.5 lakh","Parent","we are originally from meerut.Presenly working in state government as Gazetted officer.we are four members in our family.","prefable Govt./psu or any other equally good organization"
"758","Male","32 and more","Postgraduate","Brahmin","Joint Family","More than 17.5","Self","We are 8 in our family have two brothers.One brother is married and blassed with two daughters.","Hi, I am looking for career oriented girl who can balance her family and professional life.A girl with liberal approch and she should understand the value of education and family.Beauty of body does not matter to me because it is temporary. I believe in beauty of soul because it life long and teach us how to live life."
"759","Male","28 to 31","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Parent","Well educated all are Engineers settled at Faridabad owning properties in Faridabad, Greater NOIDA, Kanpur and Kannauj.","im looking for well educated, vegetarian only Rajput girls"
"760","Male","32 and more","No higher education","Other upper caste","Nuclear Family","Max 5 lakh","Self","My father is in pvt. job My mother is a housewife I have 1 sister and she is married.","Looking for a simple, beautiful, loving, caring & adjustable Girl, She should have love for the young ones and respect for parents and elders"
"761","Female","28 to 31","Postgraduate","Other upper caste","Nuclear Family","Max 6.3 lakh","Sibling","‚ ‚ I come from middle class family . There is 6 people in my family. I have one elder sister and sister is married., and settled in mp.i have 2younger brothers.one brother preparing CA inter .n one settled in father s business ..My mom is a religious women n housewife . She stays home and takes car of the house .. Thank u .","He should be honest,hard working n sensible"
"762","Male","32 and more","Postgraduate","Other upper caste","Nuclear Family","Max 17.5 lakh","Parent","Father is Retired from Government sector Mother is Housewife One Brother is Unmarried Three Sister one is Unmarried and two both are married.","A simple, beautiful, loving, caring & adjustable girl with good educational background. She should have love for the young ones and respect for parents and elders. She should value relationship and tradition. She should believe in long term relationship & ready to face all challenges of life with positive attitude."
"763","Male","32 and more","No higher education","Other upper caste","Joint Family","Max 6.3 lakh","Sibling","Brother officer in BSNL.Sister in law is teacher. Two sister's, one is Dr (Optholmologist), mother housewife. we all live together in own house.","luking for simple decent sober girl, No dowry."
"764","Male","28 to 31","Graduate","OBC","Nuclear Family","Max 6.3 lakh","Self","father is expired. mother is housewife. two sister both are unmarried and both are doing study.","She should be honest and fair in all matters. She should be from a very good family background and understand her responsibilities towards life and family. She should be the one who can handle every situation of her life easily and comfortably."
"765","Male","32 and more","No higher education","Other upper caste","Nuclear Family","Max 12.5 lakh","Self","more loving then ever","beautiful"
"766","Female","28 to 31","Postgraduate","Brahmin","Nuclear Family","More than 17.5","Parent","Her father was a reputed Fine Artist in Lucknow and I am a Professor of Botany at the University of Lucknow. She is our only child. We are an upper middle class family with moderate family values. The extended family is well educated and a large part of the family is in the defence services with a strong family base in Uttarakhand.","Ambitious, intelligent, humorous, well settled, educated and travelled. A well balanced personality is important."
"767","Male","Upto 27","No higher education","Other upper caste","Joint Family","Max 5 lakh","Self","My family Isvery best and I am full happy with my family Everyone understands each other, their problem is their happiness, everyone tells each other completely when they need it.","Understand each other, do not hide anything, share everything, respect the family, understand them, give me and my family lots of love. Whatever happens but don't leave me be with me always that¢€™s it"
"768","Female","28 to 31","Graduate","Brahmin","Nuclear Family","More than 17.5","Sibling","Father is working in a Govt bank while mother is housewife. Have two siblings. Elder sister who is married and a younger brother who is pursuing MBA.","Looking for someone who is an-open minded person. Better if belongs to the same field but not restricted to."
"769","Female","Upto 27","Postgraduate","Other upper caste","Nuclear Family","Max 5 lakh","Other","Father is working in private sector Mother is housewife One brother is unmarried, he is doing study Two sister, both are married and both are settle in Haryana, Mathura","A simple, Dashing, loving, caring & amiable Boy with good educational background.A compatible person who can stand by me through thick and thin of life.I will do best with someone who is honest, trust worthy and understanding.He should have love for the young ones and respect for my parents and elders."
"770","Male","32 and more","Postgraduate","Dalit","Nuclear Family","Max 17.5 lakh","Sibling","We are a small and sweet family as I have stated earlier. And we are willing to add a new member in our family who could make our family more happier with her presence. i m working as Senior branch manager in a govt. bank. i believe in building strong relations. we are a higher middle class family father is class 1 govt. officer, asstt. commissioner (retd.), mother is a homemaker. we are 3 brothers, i am the middle one & searching a bride for my self. she must be fair in complexion and she must posses at least a graduate degree. if she had a b.ed degree or she is working as teacher than its better. my elder brother is a lawyer in allahabad high court and my younger brother is a doctor(dental surgon). My bhabhi is working as a primary teacher. My Hobbies are writing long stories, playi ng musical instruments, creating own music and singing, basically music is my life. Therefore my batterhalf should be a music lover. And the last one is still photography. I owns a house and a car to","A simple educated at least graduate and B.Ed. or B.T.C. holder is desirable. should be fair and beautiful both in looks and heart."
"771","Male","32 and more","Postgraduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Parent","Brother own Business","Easy to handle rest of life with life partner."
"772","Male","28 to 31","Graduate","OBC","Joint Family","More than 17.5","Self","We are a joint family hailing from a village in Barabanki, Uttar Pradesh. Father is doing farming and keep experimenting with crops and its cycles. He is basically a biology graduate.We are 4 brothers, Eldest one is married and have a daughter of 4 years and settled in Bangalore. He is an IIT Bombay grad and currently working with a Market Research company as VP. Bhabhi ji is HR Manager with an Automotive company. Brother younger to me is MBBS from Safai Medical College and currently preparing for UPSC along with youngest brother, in New Delhi.","Spirituality, Humor, empathy, taking care of self physically as well as mentally are the qualities I am looking in my partner."
"773","Female","Upto 27","Graduate","Other upper caste","Joint Family","More than 17.5","Parent","father's name. Mr.Sushil Arora","simple living and high thinking , family oriented , loving and caring , sincere in working ,non smoking and fitness freak. he is a smart, handsome, ambitious, well mannered young man with positive attitude. as far as marriage is considered he thinks it¢€™s a very committed relationship and an intuition which should be respected by one and all. he is hard working and his approach towards life is practical as well as emotional. he is honestly committed to his family, friends and work in all ways which makes him very special and prove his leadership skills"
"774","Male","Upto 27","Graduate","Other upper caste","Joint Family","Max 12.5 lakh","Self","simple","mujhe ek suseel life parter ki jarurat hai jo mujhe khush rakhkhe , meri bato ka ulghan na kare , apne parivar ko dekh kar chale"
"775","Male","32 and more","Postgraduate","Brahmin","Nuclear Family","Max 5 lakh","Self","My father is a Farmer My mother is housewife I have one brother is unmarried I have two sister both are married","She should value relationship and tradition. She should believe in long term relationship & ready to face all challenges of life with positive attitude.A simple, beautiful, loving, caring & adjustable girl with good educational background. She should have love for the young ones and respect for parents and elders."
"776","Male","28 to 31","Graduate","Dalit","Nuclear Family","Max 6.3 lakh","Self","I Have lost my loving mom..I live with my father with nuclear family..","She should be loving,caring,honest N sinceire who understand me n my family values...."
"777","Male","Upto 27","Graduate","Other upper caste","Nuclear Family","More than 17.5","Self","our's is well established family, me and my brother both are engineering graduates, my sister is married with mech Engineer settled in gujratat, boys father is a senior bjp politician. my father is businessman with interest in land. we have property in mau district & azamgarh of u.p. and also chandrapur m.s. my eldest father is in contracting business, another father is J.E. in irrigation department bilaspur chhattisgarh. i am also starting my contract business.","she should be mature & understanding about everyone. a cute, fun loving partner who likes socializing with everyone and is interested in making memories for life."
"778","Male","Upto 27","Graduate","Brahmin","Joint Family","Max 12.5 lakh","Self","Father is not working. Mother is housewife. Two sister and one sister is married and settled in agra and one sister is unmarried and she is doing study.","Looking for a lifetime companion, someone who is honest, down-to-earth, good looking balances family and professional life, respects family and Indian values, and above all is a good friend to share a life long relationship full of fun and mutual caring, respect and support."
"779","Female","28 to 31","Graduate","Dalit","Nuclear Family","Max 5 lakh","Sibling","Father is working in private sector. Mother is housewife. One brother is unmarried and doing study. Three sister all are unmarried and all doing study.",", he should honest, trust worthy and understanding. He should have love for the young ones and respect for my parents and elders. provide supporting to handle all situation , a decent family background, Partner should be Good behavior, understanding, caring familiar"
"780","Male","28 to 31","Graduate","Other upper caste","Nuclear Family","More than 17.5","Other","buisness related work own shops and buisness and some persons gov employe in educational field","A person who loyal and true for all relationship inner beauty ,cute,sprichual type value the family,know how to maineg relationship educated,moral value,self respected,and very important nothing hidden type, understanding,"
"781","Male","Upto 27","Graduate","Brahmin","Joint Family","Max 12.5 lakh","Self","My family is a good family. I love my family and I want that my life partner respect & obey my family.","My life partner is very very beautiful and mutual of classical & moderate who understood me and my family."
"782","Female","Upto 27","Postgraduate","Other upper caste","Nuclear Family","Max 6.3 lakh","Sibling","I have five members in family my mother father and two brothers of which am middle one and only daughter of my father. My father is a Govt. employee working as supervisor in Municipal Corporation (Nagar Nigam).","I want my partner who should understand me and respect my family and support me in up down of life."
"783","Male","Upto 27","Graduate","Brahmin","Joint Family","Max 12.5 lakh","Self","Father is Expired. Mother is housewife. One brother is unmarried & Doing a job. Three sisters,One sister is married & Well settled in up & Another sisters are unmarried & Not working","Looking for a lifetime companion, someone who is honest, down-to-earth, good looking balances family and professional life, respects family and Indian values, and above all is a good friend to share a life long relationship full of fun and mutual caring, respect and support."
"784","Male","Upto 27","No higher education","Other upper caste","Joint Family","Max 5 lakh","Sibling","5brother 2sister 2brother married 1sister married mom dad big brother 2doughter","Life is good for you say hi my partner is very good"
"785","Female","32 and more","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Self","Well known and Socially Reputed Zamidar Family.","Like minded, fitness enthusiast, happy going Person."
"786","Female","28 to 31","Postgraduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Parent","Father is working as a supervisor in Banaras Hindu University government department Mother is housewife One brother is unmarried and doing study","He should be a simple, Dashing, loving, caring & amiable Boy with good educational background. A compatible person who can stand by me through thick and thin of life. Honest, loving, caring and understanding person who believes in life long relationship and commitment."
"787","Male","Upto 27","Graduate","Other upper caste","Nuclear Family","More than 17.5","Sibling","We are well known reputed haihaivanshi kshatriya family from Varanasi. My father is a businessperson enrolled in real estate, school. We deals in gold silver and diamonds too Our upcoming business is- AMBANI TILES AND SANITARY Mother is a housemaker,i have 3 sisters of which 2 are married living happily with their families, well settled in Varanasi and 1 sister preparing for banking exams. Elder brother worked as Senior Underwriter in Metlife USA..","She sholud be caring and loving towards family and traditions.."
"788","Female","28 to 31","Postgraduate","Other upper caste","Joint Family","Max 17.5 lakh","Parent","My family is a joint family.","Her partner should be non smoker, non drinker and should be ailness free."
"789","Female","32 and more","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Parent","Father,Army officer, private service, after completing is Army service. Mother an entrepreneur. Brother a professional Golfer","Pleasant, strong willed, sports person, well established, confident,supportive with respect for elders and pride for the family. Possibly have matching thoughts, be able to laugh at oneself, and humorous. Well to be amorous, understanding, patient, and profound, with love for reading and good music."
"790","Female","28 to 31","Postgraduate","Brahmin","Nuclear Family","Max 17.5 lakh","Self","My family consists of me, my brother and mother. My brother just cleared his 12th . We are basically from Faridabad and shifted to Ghaziabad 12 years back. Rest can be discussed later.","I am looking for an educated, well settled man who is calm, understanding and mature enough to take independent decisions. Someone who believes in equality, is trustworthy and believes in having deep conversations. Ideally I am planing to settle in US or Canada ( US Visa applied ). So someone willing to relocate will be preferred. I am passionate about travelling and have travelled extensively in India. At last, I am strictly against dowry, so someone expecting it should stay away."
"791","Male","Upto 27","No higher education","Other upper caste","Joint Family","Max 5 lakh","Parent","2 brother 1 sister","Super"
"792","Male","28 to 31","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Sibling","Papa retired from UP electricity board as Executive Engineer , 2013. Mother is a brilliant housewife. A home in Shastri Nagar Ghaziabad. Family settled well in Ghaziabad. Elder brother bhabhi are in Mumbai trying to relocate to Delhi NCR region. a family well bonded. looking for homely girl who can gel well in family.","Girl who gels up with family. Adjusting in nature and in situations. She shall become an integral part of our family and will be pampered."
"793","Female","28 to 31","Postgraduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Sibling","My father is senior accountant in Private sector. nd mother is homemaker. we have 3 siblings.we are belong to well reputed and qualified family.","who is loving, caring person. also handle any situations, and our family values."
"794","Female","Upto 27","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Parent","We have a close knit family, including her brother who is pursuing M.S. from top university in Abroad, my wife is pious lady currently associated with a government girls college as lecturer of biology, where as me,I am a civil engineer, presently in my own business with government departments.","Good looking, laborious and supportive."
"795","Female","32 and more","Graduate","Brahmin","Nuclear Family","Max 5 lakh","Sibling",".father deals in medicines and mother home maker and brother Branch Manager in SBI & sister in law probationary officer in bank of maharashtra.","public sector organisation officers,central government officers, state government officers, working with LIC as officer,"
"796","Male","28 to 31","Graduate","Other upper caste","Nuclear Family","More than 17.5","Parent","Father is retired from Indian Navy and mother is housewife. He has one brother who settled in America.","Looking for a simple, beautiful, loving, caring & adjustable Girl, She should have love for the young ones and respect for parents and elders."
"797","Male","28 to 31","Graduate","OBC","Nuclear Family","Max 17.5 lakh","Self","My father is a Government Teacher and My Mother is a homemaker.In my family there is four member parents ,me and one sister.","should be family oriented and caring."
"798","Female","Upto 27","Graduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Parent","My family is well educated and reputed.","I want a guy who should understand me. Always stand by my side. And should respect my family as his family."
"799","Female","32 and more","Postgraduate","Brahmin","Nuclear Family","Max 5 lakh","Self","Father is retired from government sector. Mother is housewife. One Sister is married. One Brother is unmarried and he has own business.","he should be a simple, Dashing, loving, caring & amiable Boy with good educational background. A compatible person who can stand by me through thick and thin of life. I will do best with someone who is honest, trust worthy and understanding.He should have love for the young ones and respect for my parents and elders."
"800","Male","28 to 31","Graduate","Brahmin","Nuclear Family","Max 17.5 lakh","Parent","Father is manager in NTPC posted in Dadri mother is homemaker and younger sister is assistant manager at axis bank.","Understanding, religious, friendly and show regards towards elders"
"801","Female","28 to 31","Postgraduate","Other upper caste","Joint Family","Max 5 lakh","Self","I have a happy family there are my mother , uncle ,aunt and 3 sisters..","he should be caring and loving who care my family"
"802","Male","32 and more","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Self","We are a Bania family from Shahjahanpur U.P. Father : Businessman (Wholesale dealer of oil and Sugar) in hometown Shahjahanpur Mother : A wonderful homemaker He has an elder sister and 1 younger sister, both of whom are married and well-settled. Brother-in-laws have their well settled businesses Extended family and relatives are mainly in UP and Delhi","Good education ( Btech, MBA, CA, CFA or any professional course) and preferably working. Our son is planning to settle in Delhi NCR, so someone who is already in Delhi NCR or willing to settle in Delhi NCR would be easier to connect with"
"803","Male","Upto 27","Postgraduate","OBC","Joint Family","Max 12.5 lakh","Self","Father has own business(Medical shop). Mother is housewife. One brother is unmarried and doing study.","She should be honest and fair in all matters. She should be from a very good family background and understand her responsibilities towards life and family. She should be the one who can handle every situation of her life easily and comfortably"
"804","Male","32 and more","Graduate","Other upper caste","Nuclear Family","More than 17.5","Self","I have 5 brothers (including me) and 2 sisters married and well settled.. . All my elder brothers are well settled and living with families separately. We meet occasionally.","I want a person who is as simple as me. A person who is willing able to accept and understand my daughters and a happy living there after. My first daughter is study in outside. Second and Third daughter is living nana nani home. I am working and live in HAL Korwa Amethi. living alone. My parents are not living with me. widow, divorce, annulled no child /first marriage are Welcome."
"805","Female","28 to 31","Graduate","Other upper caste","Nuclear Family","Max 17.5 lakh","Parent","Father retired from UP State PSU.Mother Teaches in Public school. Elder Brother is Engineer in KEC INTERNATIONAL Younger sister studying.","Matching Lifestyles,Diet, & having family values.Most important in service preferred.Will prefer Khukhrain khatri Punjabi.then others. No to Sindhi Punjabi. AND Businessmen"
"806","Male","32 and more","Graduate","Other upper caste","Nuclear Family","More than 17.5","Parent","We are family of five, I am retired from SBI, my mother, wife who is housewife, myself and two sons one in question and the younger one is working in Taj Group of Hotels presently posted at Goa.","We are followers of Radha Swami mat. We don't have any high expectations. All we want is a well behaved girl who can be part of our family. Expected Bride will get an extremely loving environment and will be treated like a daughter after marriage."
"807","Male","28 to 31","Postgraduate","Dalit","Nuclear Family","More than 17.5","Parent","My father is a retired government officer who retired as an Assistant Commisioner from Customs and Central Excise. Tauji is retired as a Dy.Chief Engineer from Rly. My mother is a homemaker. I have one elder sister who is married. She is a B.Tech from JSS Noida & MBA from SIIB, Pune and works as a senior analyst with an analytics firm in Hyderabad. Her husband is a senior consultant (B.Tech, IIT Madras) with Deloitte, Hyderabad. We also have an agricultural land in Goverdhan Mathura which is our native place.","Looking for someone simple"
"808","Male","Upto 27","Graduate","OBC","Joint Family","Max 5 lakh","Other","All families home services and brothers mumbai private sector in service","Very ordinarily and trusted partner and any time smiling and social services"
"809","Male","Upto 27","Graduate","Brahmin","Nuclear Family","Max 12.5 lakh","Self","My family is a small one. Apart from my parents, I have 2 elder sisters and both of them are already married. My mother is a housewife and my father is retired from DTC (Delhi) and currently engaged in agriculture at our native village - Bhuni, Meerut.","I am looking for a partner who is cooperative and can accept my family members and live happily amongst us."
"810","Female","28 to 31","Graduate","Brahmin","Nuclear Family","Max 6.3 lakh","Parent","We are 4 siblings among which none is married. Father is reteired from Indian Army and mother is a Housewife.","Partner ancestral origin must have from Uttar Pradesh and more convenient to me from cities like Gorakhpur, Basti , Santkabir nagar and Deoria. Also belongs from same field of profession."
"811","Female","Upto 27","Postgraduate","OBC","Joint Family","More than 17.5","Parent","Younger sister is persuing BioTech from ITS college Ghaziabad. Father is doing business and my mom is housewife. We are living in delhi from past 10 years . We are basically from Kaimganj Farrukhabad","Looking for honest, down to earth, caring and simple man. He should respect my family and treat them as his own after marriage. He should support me in my up and downs of life."
"812","Female","28 to 31","Postgraduate","Other upper caste","Nuclear Family","Max 17.5 lakh","Parent","I am working in govt deptt.Uttar .My Domestic Eingineer (her mother ) is well educated personality . We are from middle class family with traditional and as well as moderet values . We are 4 members in my family.","Looking for a life partner who is caring , loving . Should trust and respect the values."
"813","Female","32 and more","Postgraduate","Dalit","Joint Family","More than 17.5","Sibling","Father is working as a sinior manager in Punjab National Bank Mother is housewife Two brothers One brother is married he is working in Government Sector and another brother is unmarried he is doing study","He should be a simple, Dashing, loving, caring & amiable Boy with good educational background. A compatible person who can stand by me through thick and thin of life. Honest, loving, caring and understanding person who believes in life long relationship and commitment."
"814","Male","Upto 27","No higher education","Dalit","Nuclear Family","Max 6.3 lakh","Self","Father is Farmer. Mother is Housewife. one brother is unmarried and he is doing study. two sister both are married and both are settled in Ghaziabad.","Looking for a lifetime companion, someone who is honest, down-to-earth, good looking balances family and professional life, respects family and Indian values, and above all is a good friend to share a life long relationship full of fun and mutual caring, respect and support."
"815","Male","32 and more","Postgraduate","OBC","Joint Family","Max 6.3 lakh","Self","We are from a middle class family in to a catering business. We are based out of District Mahoba which is in UP. My mother is home maker and my father is in to business. have two brothers (none of married) and sister (non married)","She should be a friend first with whom i can share my feelings and spend rest of my life. She should be mature, understandable, respect my parents, fun loving and can travel with me to explore the adventures of life."
"816","Male","28 to 31","Graduate","Brahmin","Nuclear Family","More than 17.5","Self","We belong to a family of 5 including my father, mother and couple of younger sister.","Should be a good match, well educated and respect the family values."
"817","Female","32 and more","Postgraduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Self","My father has expired. I've one brother who is married n working.my mother is fr HP Rajput family she is a house wife my father fr Bundelkhand .we are sengar Rajput s","he has to smart n gud looking. who loves traveling. should b adventurous n of course romantic n caring.who should enjoy life ."
"818","Male","32 and more","Postgraduate","Brahmin","Nuclear Family","More than 17.5","Parent","As per my family is concerned, my father is an astrologer. Mother is homemaker. One younger brother (B.Tech-Mach) and 2 sisters (1 married). Rest of relatives are well settled in Allahabad.","I am looking for an honest girl who can efficiently balance her professional career as well as able to manage her personal life. She should be caring and respectful towards all the family members."
"819","Male","28 to 31","Graduate","Brahmin","Joint Family","Max 12.5 lakh","Self","Father has own business. Mother is housewife. One brother is unmarried and he has own business.","She should be caring, soft spoken, loving and a girl of pleasing personality.. She should be the one who can handle every situation of her life easily and comfortably."
"820","Male","32 and more","Graduate","Brahmin","Nuclear Family","Max 6.3 lakh","Self","Father own Business Mother is house wife One brother he is study One sister she is in job (tech. Mahindra)","A simple, beautiful, loving, caring & adjustable girl with good educational background. She should have love for the young ones and respect for parents and elders. She should value relationship and tradition. She should believe in long term relationship & ready to face all challenges of life with positive attitude."
"821","Female","28 to 31","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Parent","Father- B.K.Maheshwari GM( Engg ). Sister - Dr Shivi Maheshwari.married to Dr Aditya Mantry Mch ( Neuro Surgery) Brother- Sajal Maheshwari B.Tech from IIT and pursuing MBA from IIM (Calcutta). Mother - Phd in Home science and run her own business","Post graduation in medical"
"822","Male","28 to 31","Graduate","Other upper caste","Nuclear Family","More than 17.5","Sibling","My family comprises of my parents living in varanasi. My elder sister is married and is settled in Delhi with her family. My father has a private job and my mother is a home maker.","Looking for a good looking, well educated girl who can be a part of our family."
"823","Female","28 to 31","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Other","Father is a Government employee in Govt. of U.P. Mother is a house maker Elder Brother works in IndusInd Bank - Noida Younger Brother is studying Medicine from China.","WE ARE LOOKING FOR A GUY IN IAS, IPS, IRS, IFS, DELHI STATE SERVICES, CUSTOM, EXCISE, DEFENCE AND GOOD PRIVATE JOB. Should be open minded and positive outlook in life."
"824","Female","Upto 27","Postgraduate","Other upper caste","Nuclear Family","Max 5 lakh","Parent","nuclear family my father ,mother and small sister.","Partner should be good person from heart nd be loyal,honest."
"825","Male","28 to 31","No higher education","Brahmin","Nuclear Family","Max 12.5 lakh","Sibling","My family is my Power.","I want A very good life partner Who loves Very Much And Believe in Our relatinship..and Jo meri family ko happy rakh sake.."
"826","Male","Upto 27","Graduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Self","father is farmer mother is housewife one brother is unmarried & he is doing study two sisters both are married & both are settled in Uttar Pradesh","She should be beautiful, caring, soft spoken and loving in nature. She should be the one who understands her responsibility towards life and family members."
"827","Male","32 and more","Graduate","Dalit","Nuclear Family","More than 17.5","Self","my family is simple & nature cool , my mother is no more & my father is a Farmer..","I m looking a girl well educated and smart nature ."
"828","Male","32 and more","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Self","My family is a small family with four people including my self. My mother is a great woman and prefers to stay at home doing housework. She is good at cooking. My Father is a Engineering Graduate and an Insurance Surveyor and Consultant by profession. My mother and father both are religious person. My Elder brother is a B.Com graduate and working as a Insurance surveyor along with my father and independently as a Stock market Trader He is a dynamic and fashionable person. He Loves dining out and living life to the fullest. My one chacha is an renowned income tax lawyer second chacha is into business based out in kanpur and my 3 mama's are into business based out in Lucknow.","My to be wife: Independent Smart Working Combination of Naughty, cheerful, clumsy, sporty, thoughtful.............. Full of life - can take her own decisions Open minded Full of life and Joy Equal in all walks of life. Ready to be partner of all crime's"
"829","Male","Upto 27","Graduate","OBC","Nuclear Family","Max 12.5 lakh","Self","Father is Farmer . Mother is Housewife . Two Brothers One is married and he is Driver other is unmarried and he is Doing study . One Sister and she is married and settled in mainpuri .","She should be the one who can handle every situation of her life easily and comfortably. She should be from a very good family background and understand her responsibilities towards life and family."
